V4	SYMBOL	GENENAME	seqnames	start	end	width	strand	V5	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL
IP1_peak_134	Rabgap1l	RAB GTPase activating protein 1-like	chr1	160535082	160535082	1	*	23.68106	Intron (ENSMUST00000028049.12/29809, intron 13 of 20)	1	160441600	160453773	12174	2	29809	ENSMUST00000194696.1	-81309	ENSMUSG00000026721
IP1_peak_184	Tab2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	chr10	8038483	8038483	1	*	23.68106	Distal Intergenic	10	7905653	7956230	50578	2	68652	ENSMUST00000146444.7	-82253	ENSMUSG00000015755
IP1_peak_308	2810471M01Rik	RIKEN cDNA 2810471M01 gene	chr11	28693530	28693530	1	*	23.68106	Downstream (<=300bp)	11	28681564	28693276	11713	1	72818	ENSMUST00000146554.1	11966	ENSMUSG00000084966
IP1_peak_562	Hdgfl1	HDGF like 1	chr13	26657181	26657181	1	*	23.68106	Distal Intergenic	13	26768173	26770165	1993	2	15192	ENSMUST00000055915.5	112984	ENSMUSG00000045835
IP1_peak_1289	Iftap	intraflagellar transport associated protein	chr2	101173028	101173028	1	*	23.68106	Distal Intergenic	2	101562125	101576125	14001	2	68170	ENSMUST00000177152.1	403097	ENSMUSG00000027165
IP1_peak_1291	Ldlrad3	low density lipoprotein receptor class A domain containing 3	chr2	102038395	102038395	1	*	23.68106	Intron (ENSMUST00000111222.1/241576, intron 4 of 5)	2	102111569	102138119	26551	2	241576	ENSMUST00000127888.1	99724	ENSMUSG00000048058
IP1_peak_1509	Gm10636	predicted gene 10636	chr3	146338080	146338080	1	*	23.68106	Distal Intergenic	3	146367153	146378944	11792	2	100038607	ENSMUST00000197639.1	40864	ENSMUSG00000105602
IP1_peak_1534	Nkain3	Na+/K+ transporting ATPase interacting 3	chr4	20460500	20460500	1	*	23.68106	Intron (ENSMUST00000119374.7/269513, intron 3 of 5)	4	20118874	20778567	659694	2	269513	ENSMUST00000119374.7	318067	ENSMUSG00000055761
IP1_peak_1895	Slc25a13	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13	chr6	6163461	6163461	1	*	23.68106	Intron (ENSMUST00000015256.14/50799, intron 3 of 17)	6	6114988	6173951	58964	2	50799	ENSMUST00000203990.2	10490	ENSMUSG00000015112
IP1_peak_1949	Mmrn1	multimerin 1	chr6	61043084	61043084	1	*	23.68106	Distal Intergenic	6	60944478	60989378	44901	1	70945	ENSMUST00000204333.1	98606	ENSMUSG00000054641
IP1_peak_2024	Sox5	SRY (sex determining region Y)-box 5	chr6	143995318	143995318	1	*	23.68106	Intron (ENSMUST00000038815.13/20678, intron 6 of 14)	6	143832835	143947106	114272	2	20678	ENSMUST00000111748.7	-48212	ENSMUSG00000041540
IP1_peak_2091	Fam168a	family with sequence similarity 168, member A	chr7	100733259	100733259	1	*	23.68106	Intron (ENSMUST00000107042.8/319604, intron 1 of 8)	7	100706859	100813431	106573	1	319604	ENSMUST00000209084.1	26400	ENSMUSG00000029461
IP1_peak_2202	Marchf1	membrane associated ring-CH-type finger 1	chr8	66312692	66312692	1	*	23.68106	Intron (ENSMUST00000152320.7/72925, intron 5 of 8)	8	66386294	66470421	84128	1	72925	ENSMUST00000039540.11	-73602	ENSMUSG00000036469
IP1_peak_2452	Gm1720	predicted gene 1720	chrX	166803436	166803436	1	*	23.68106	Distal Intergenic	20	166662025	166689812	27788	1	382255	ENSMUST00000135086.1	141411	ENSMUSG00000086860
IP1_peak_1432	Mgst2	microsomal glutathione S-transferase 2	chr3	51701647	51701647	1	*	23.58178	Intron (ENSMUST00000118075.6/433586, intron 1 of 3)	3	51681622	51682677	1056	1	211666	ENSMUST00000195423.1	20025	ENSMUSG00000074604
IP1_peak_1981	AY512915	cDNA sequence AY512915	chr6	95469755	95469755	1	*	23.58178	Distal Intergenic	6	95290577	95333993	43417	2	414067	ENSMUST00000159937.7	-135762	ENSMUSG00000068180
IP1_peak_1675	Ephb2	Eph receptor B2	chr4	136698915	136698915	1	*	23.50821	Intron (ENSMUST00000105845.8/13844, intron 3 of 15)	4	136661463	136694040	32578	2	13844	ENSMUST00000156558.1	-4875	ENSMUSG00000028664
IP1_peak_1847	Scarb1	scavenger receptor class B, member 1	chr5	125244104	125244104	1	*	23.50167	Intron (ENSMUST00000198586.1/ENSMUST00000198586.1, intron 2 of 3)	5	125277787	125284159	6373	2	20778	ENSMUST00000124582.1	40055	ENSMUSG00000037936
IP1_peak_179	4930503O07Rik	RIKEN cDNA 4930503O07 gene	chr1	194161265	194161265	1	*	23.4966	Distal Intergenic	1	194212187	194222759	10573	2	74942	ENSMUST00000193395.1	61494	ENSMUSG00000103692
IP1_peak_687	Synpr	synaptoporin	chr14	13455177	13455177	1	*	23.4966	Promoter (1-2kb)	14	13454029	13615459	161431	1	72003	ENSMUST00000112656.3	1148	ENSMUSG00000056296
IP1_peak_2060	St8sia2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	chr7	73918204	73918204	1	*	23.4966	Distal Intergenic	7	73939119	74013674	74556	2	20450	ENSMUST00000026896.9	95470	ENSMUSG00000025789
IP1_peak_2327	Tbcel	tubulin folding cofactor E-like	chr9	42631682	42631682	1	*	23.4966	Intron (ENSMUST00000114865.7/110637, intron 8 of 20)	9	42449992	42507809	57818	2	272589	ENSMUST00000134374.1	-123873	ENSMUSG00000037287
IP1_peak_243	Krtap10-28	keratin associated protein 10-28	chr10	77696774	77696774	1	*	23.44293	Promoter (<=1kb)	10	77696541	77697233	693	2	670895	ENSMUST00000220084.1	459	ENSMUSG00000112170
IP1_peak_527	Foxn3	forkhead box N3	chr12	99406387	99406387	1	*	23.30083	Intron (ENSMUST00000085108.7/71375, intron 1 of 5)	12	99341503	99412605	71103	2	71375	ENSMUST00000177269.1	6218	ENSMUSG00000033713
IP1_peak_2237	Tox3	TOX high mobility group box family member 3	chr8	90244944	90244944	1	*	23.22351	Distal Intergenic	8	90257946	90348126	90181	2	244579	ENSMUST00000176034.1	103182	ENSMUSG00000043668
IP1_peak_2126	Wdr11	WD repeat domain 11	chr7	129775395	129775395	1	*	23.13332	Distal Intergenic	7	129629033	129633671	4639	1	207425	ENSMUST00000136560.2	146362	ENSMUSG00000042055
IP1_peak_253	Krtap10-27	keratin associated protein 10-27	chr10	77811477	77811477	1	*	23.02681	Promoter (<=1kb)	10	77810967	77811843	877	2	670880	ENSMUST00000095491.4	366	ENSMUSG00000094913
IP1_peak_2330	4931429L15Rik	RIKEN cDNA 4931429L15 gene	chr9	46328867	46328867	1	*	23.02681	Exon (ENSMUST00000181712.2/ENSMUST00000181712.2, exon 1 of 2)	9	46303361	46319986	16626	2	74361	ENSMUST00000159565.7	-8881	ENSMUSG00000056617
IP1_peak_159	Kif26b	kinesin family member 26B	chr1	178856166	178856166	1	*	22.87557	Intron (ENSMUST00000161017.7/269152, intron 5 of 14)	1	178798438	178932855	134418	1	269152	ENSMUST00000160789.1	57728	ENSMUSG00000026494
IP1_peak_1139	Flrt1	fibronectin leucine rich transmembrane protein 1	chr19	7083068	7083068	1	*	22.68347	Intron (ENSMUST00000040261.6/107227, intron 3 of 10)	19	7092001	7105729	13729	2	396184	ENSMUST00000113383.3	22661	ENSMUSG00000047787
IP1_peak_2218	Nfix	nuclear factor I/X	chr8	84728551	84728551	1	*	22.68347	Intron (ENSMUST00000109764.7/18032, intron 2 of 10)	8	84708634	84714068	5435	2	18032	ENSMUST00000132236.1	-14483	ENSMUSG00000001911
IP1_peak_615	Fgfr4	fibroblast growth factor receptor 4	chr13	55171779	55171779	1	*	22.57474	Distal Intergenic	13	55156117	55156904	788	1	14186	ENSMUST00000162167.1	15662	ENSMUSG00000005320
IP1_peak_62	Irs1	insulin receptor substrate 1	chr1	82261439	82261439	1	*	22.52994	Intron (ENSMUST00000069799.2/16367, intron 1 of 1)	1	82233101	82291416	58316	2	16367	ENSMUST00000069799.2	29977	ENSMUSG00000055980
IP1_peak_281	Mir6411	microRNA 6411	chr10	104686063	104686063	1	*	22.52994	Distal Intergenic	10	104287269	104287376	108	1	102465222	ENSMUST00000183556.1	398794	ENSMUSG00000099264
IP1_peak_868	9430014N10Rik	RIKEN cDNA 9430014N10 gene	chr15	93827129	93827129	1	*	22.52994	Intron (ENSMUST00000229905.1/ENSMUST00000229905.1, intron 1 of 1)	15	93904856	93927111	22256	2	77248	ENSMUST00000230109.1	99982	ENSMUSG00000116360
IP1_peak_263	Gm34184	predicted gene, 34184	chr10	83954605	83954605	1	*	22.43334	Distal Intergenic	10	84036560	84100697	64138	2	102637349	ENSMUST00000216477.1	146092	ENSMUSG00000111049
IP1_peak_1050	Nrxn1	neurexin I	chr17	90696671	90696671	1	*	22.43334	Intron (ENSMUST00000072671.13/18189, intron 6 of 20)	17	90590194	90700774	110581	2	18189	ENSMUST00000197224.1	4103	ENSMUSG00000024109
IP1_peak_1394	Cdh4	cadherin 4	chr2	179762679	179762679	1	*	22.43334	Intron (ENSMUST00000000314.12/12561, intron 2 of 15)	2	179777163	179797511	20349	1	12561	ENSMUST00000136411.1	-14484	ENSMUSG00000000305
IP1_peak_1520	Chd7	chromodomain helicase DNA binding protein 7	chr4	8850682	8850682	1	*	22.43334	Intron (ENSMUST00000039267.9/320790, intron 23 of 37)	4	8855231	8858618	3388	1	320790	ENSMUST00000222546.1	-4549	ENSMUSG00000041235
IP1_peak_1593	Elavl2	ELAV like RNA binding protein 1	chr4	91092627	91092627	1	*	22.43334	Distal Intergenic	4	91253080	91254582	1503	2	15569	ENSMUST00000128599.1	161955	ENSMUSG00000008489
IP1_peak_2048	Siglech	sialic acid binding Ig-like lectin H	chr7	55510910	55510910	1	*	22.43334	Distal Intergenic	7	55768178	55772523	4346	1	233274	ENSMUST00000172988.7	-257268	ENSMUSG00000051504
IP1_peak_2286	Cbfa2t3	CBFA2/RUNX1 translocation partner 3	chr8	122677210	122677210	1	*	22.43334	Promoter (<=1kb)	8	122629463	122678072	48610	2	12398	ENSMUST00000006525.13	862	ENSMUSG00000006362
IP1_peak_2370	Coro2b	coronin, actin binding protein, 2B	chr9	62531956	62531956	1	*	22.43334	Intron (ENSMUST00000048043.11/235431, intron 1 of 11)	9	62453283	62536960	83678	2	235431	ENSMUST00000123379.1	5004	ENSMUSG00000041729
IP1_peak_2281	Gse1	genetic suppressor element 1, coiled-coil protein	chr8	120521307	120521307	1	*	22.21696	Exon (ENSMUST00000182423.1/ENSMUST00000182423.1, exon 1 of 1)	8	120535857	120579480	43624	1	382034	ENSMUST00000120493.7	-14550	ENSMUSG00000031822
IP1_peak_445	Mycn	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived	chr12	12877819	12877819	1	*	22.19337	Distal Intergenic	12	12936096	12940616	4521	2	18109	ENSMUST00000130990.1	62797	ENSMUSG00000037169
IP1_peak_1867	Castor2	cytosolic arginine sensor for mTORC1 subunit 2	chr5	133807067	133807067	1	*	22.19337	Distal Intergenic	5	134099711	134144343	44633	1	80909	ENSMUST00000016088.8	-292644	ENSMUSG00000015944
IP1_peak_1171	Hif1an	hypoxia-inducible factor 1, alpha subunit inhibitor	chr19	44607113	44607113	1	*	22.16142	Distal Intergenic	19	44562850	44576274	13425	1	319594	ENSMUST00000040455.4	44263	ENSMUSG00000036450
IP1_peak_171	Ptpn14	protein tyrosine phosphatase, non-receptor type 14	chr1	189791984	189791984	1	*	22.15137	Intron (ENSMUST00000097442.8/19250, intron 2 of 18)	1	189786672	189870068	83397	1	19250	ENSMUST00000027898.6	5312	ENSMUSG00000026604
IP1_peak_625	Dapk1	death associated protein kinase 1	chr13	60614524	60614524	1	*	22.09598	Intron (ENSMUST00000226059.1/69635, intron 2 of 26)	13	60602232	60696515	94284	1	69635	ENSMUST00000225632.1	12292	ENSMUSG00000021559
IP1_peak_857	Celsr1	cadherin, EGF LAG seven-pass G-type receptor 1	chr15	85991723	85991723	1	*	21.81524	Intron (ENSMUST00000016172.8/12614, intron 1 of 34)	15	85898930	85978730	79801	2	12614	ENSMUST00000226840.1	-12993	ENSMUSG00000016028
IP1_peak_907	Heg1	heart development protein with EGF-like domains 1	chr16	33734883	33734883	1	*	21.68235	Intron (ENSMUST00000232568.1/77446, intron 8 of 16)	16	33731601	33740271	8671	1	77446	ENSMUST00000132797.1	3282	ENSMUSG00000075254
IP1_peak_2285	Cbfa2t3	CBFA2/RUNX1 translocation partner 3	chr8	122665384	122665384	1	*	21.59337	Intron (ENSMUST00000127664.1/108148, intron 1 of 15)	8	122629463	122678072	48610	2	12398	ENSMUST00000006525.13	12688	ENSMUSG00000006362
IP1_peak_686	Cadps	Ca2+-dependent secretion activator	chr14	12393773	12393773	1	*	21.57354	Intron (ENSMUST00000224882.1/27062, intron 27 of 28)	14	12373148	12406288	33141	2	27062	ENSMUST00000225807.1	12515	ENSMUSG00000054423
IP1_peak_122	Rgs8	regulator of G-protein signaling 8	chr1	153641715	153641715	1	*	21.5137	Distal Intergenic	1	153653025	153700323	47299	1	67792	ENSMUST00000041776.11	-11310	ENSMUSG00000042671
IP1_peak_11	Crisp4	cysteine-rich secretory protein 4	chr1	18168474	18168474	1	*	21.38465	Distal Intergenic	1	18115600	18145902	30303	2	78081	ENSMUST00000115344.1	-22572	ENSMUSG00000025774
IP1_peak_169	Gm15509	predicted gene 15509	chr1	187076681	187076681	1	*	21.38465	Intron (ENSMUST00000183819.7/74717, intron 9 of 10)	1	187120869	187124365	3497	2	105244050	ENSMUST00000162615.1	47684	ENSMUSG00000089947
IP1_peak_278	Btg1	BTG anti-proliferation factor 1	chr10	96646564	96646564	1	*	21.38465	Distal Intergenic	10	96617554	96618668	1115	1	12226	ENSMUST00000218953.1	29010	ENSMUSG00000036478
IP1_peak_453	Gm29687	predicted gene, 29687	chr12	25871289	25871289	1	*	21.38465	Intron (ENSMUST00000221959.1/ENSMUST00000221959.1, intron 1 of 1)	12	26091962	26210505	118544	2	629481	ENSMUST00000223022.1	339216	ENSMUSG00000113550
IP1_peak_681	Isl1	ISL1 transcription factor, LIM/homeodomain	chr13	116515172	116515172	1	*	21.38465	Distal Intergenic	13	116298281	116309689	11409	2	16392	ENSMUST00000036060.12	-205483	ENSMUSG00000042258
IP1_peak_712	Chat	choline O-acetyltransferase	chr14	32439927	32439927	1	*	21.38465	Intron (ENSMUST00000070125.5/12647, intron 8 of 15)	14	32450868	32460911	10044	2	12647	ENSMUST00000227675.1	20984	ENSMUSG00000021919
IP1_peak_742	4930438E09Rik	RIKEN cDNA 4930438E09 gene	chr14	67388434	67388434	1	*	21.38465	Intron (ENSMUST00000022637.13/13592, intron 9 of 16)	14	67332042	67397742	65701	2	73977	ENSMUST00000176841.1	9308	ENSMUSG00000093472
IP1_peak_833	Dnaaf11	dynein axonemal assembly factor 11	chr15	66485924	66485924	1	*	21.38465	Intron (ENSMUST00000023006.6/54562, intron 2 of 11)	15	66379858	66500910	121053	2	54562	ENSMUST00000023006.6	14986	ENSMUSG00000022375
IP1_peak_1078	Ythdc2	YTH domain containing 2	chr18	45015798	45015798	1	*	21.38465	Distal Intergenic	18	44855235	44855753	519	1	240255	ENSMUST00000202176.1	160563	ENSMUSG00000034653
IP1_peak_1080	A330093E20Rik	RIKEN cDNA A330093E20 gene	chr18	45896802	45896802	1	*	21.38465	Promoter (<=1kb)	18	45683487	45896509	213023	2	107003	ENSMUST00000184994.7	-293	NA
IP1_peak_1768	Paqr3	progestin and adipoQ receptor family member III	chr5	97195494	97195494	1	*	21.38465	Distal Intergenic	5	97102142	97111596	9455	2	231474	ENSMUST00000112968.1	-83898	ENSMUSG00000055725
IP1_peak_2147	Cdkn1c	cyclin dependent kinase inhibitor 1C	chr7	143428577	143428577	1	*	21.38465	Distal Intergenic	7	143458722	143459311	590	2	12577	ENSMUST00000208118.1	30734	ENSMUSG00000037664
IP1_peak_1652	Pou3f1	POU domain, class 3, transcription factor 1	chr4	124673188	124673188	1	*	21.32359	Distal Intergenic	4	124656807	124660655	3849	1	18991	ENSMUST00000053491.8	16381	ENSMUSG00000090125
IP1_peak_141	Ddr2	discoidin domain receptor family, member 2	chr1	170037428	170037428	1	*	21.2876	Intron (ENSMUST00000194690.5/18214, intron 2 of 17)	1	169972308	170088944	116637	2	18214	ENSMUST00000170800.7	51516	ENSMUSG00000026674
IP1_peak_156	Akt3	thymoma viral proto-oncogene 3	chr1	177150396	177150396	1	*	21.2876	Intron (ENSMUST00000019843.14/23797, intron 1 of 12)	1	177022115	177248767	226653	2	23797	ENSMUST00000111160.8	98371	ENSMUSG00000019699
IP1_peak_2260	Znrf1	zinc and ring finger 1	chr8	111614761	111614761	1	*	21.2876	Intron (ENSMUST00000172856.7/170737, intron 3 of 5)	8	111609296	111621775	12480	1	170737	ENSMUST00000173819.1	5465	ENSMUSG00000033545
IP1_peak_295	Polm	polymerase (DNA directed), mu	chr11	5848900	5848900	1	*	21.20381	Distal Intergenic	11	5827861	5838016	10156	2	54125	ENSMUST00000020767.3	-10884	ENSMUSG00000020474
IP1_peak_1812	Ccdc60	coiled-coil domain containing 60	chr5	116280685	116280685	1	*	21.20381	Intron (ENSMUST00000050178.12/269693, intron 1 of 13)	5	116169225	116288963	119739	2	269693	ENSMUST00000086483.3	8278	ENSMUSG00000043913
IP1_peak_346	Chd3	chromodomain helicase DNA binding protein 3	chr11	69362179	69362179	1	*	21.08043	Promoter (<=1kb)	11	69360724	69361721	998	2	216848	ENSMUST00000144701.1	-458	ENSMUSG00000018474
IP1_peak_1384	Atp9a	ATPase, class II, type 9A	chr2	168679077	168679077	1	*	20.99708	Intron (ENSMUST00000109175.8/11981, intron 9 of 27)	2	168662083	168670346	8264	2	11981	ENSMUST00000147757.1	-8731	ENSMUSG00000027546
IP1_peak_2157	Sox1ot	Sox1 overlapping transcript	chr8	12126769	12126769	1	*	20.75165	Distal Intergenic	8	12385771	12436729	50959	1	434280	ENSMUST00000080795.8	-259002	NA
IP1_peak_1681	Gm13029	predicted gene 13029	chr4	140187979	140187979	1	*	20.68046	Intron (ENSMUST00000039331.8/230868, intron 1 of 9)	4	140142873	140144633	1761	1	102636673	ENSMUST00000137283.1	45106	ENSMUSG00000086164
IP1_peak_1814	Srrm4	serine/arginine repetitive matrix 4	chr5	116592483	116592483	1	*	20.59488	Promoter (<=1kb)	5	116439276	116591817	152542	2	68955	ENSMUST00000076124.6	-666	ENSMUSG00000063919
IP1_peak_1974	Magi1	membrane associated guanylate kinase, WW and PDZ domain containing 1	chr6	93820186	93820186	1	*	20.49526	Intron (ENSMUST00000055224.14/14924, intron 2 of 21)	6	93785303	93792539	7237	2	14924	ENSMUST00000204788.1	-27647	ENSMUSG00000045095
IP1_peak_1544	Epha7	Eph receptor A7	chr4	28902133	28902133	1	*	20.4775	Intron (ENSMUST00000080934.10/13841, intron 5 of 9)	4	28871924	28946334	74411	1	13841	ENSMUST00000129912.1	30209	ENSMUSG00000028289
IP1_peak_2391	Leo1	Leo1, Paf1/RNA polymerase II complex component	chr9	75427453	75427453	1	*	20.4506	Distal Intergenic	9	75441524	75466432	24909	1	235497	ENSMUST00000213767.1	-14071	ENSMUSG00000042487
IP1_peak_45	Pard3bos2	par-3 family cell polarity regulator beta, opposite strand 2	chr1	61913145	61913145	1	*	20.35881	Intron (ENSMUST00000138768.7/72823, intron 2 of 4)	1	62131195	62136109	4915	2	105243940	ENSMUST00000127498.2	222964	ENSMUSG00000085019
IP1_peak_722	Zfhx2os	zinc finger homeobox 2, opposite strand	chr14	55053889	55053889	1	*	20.35881	Promoter (<=1kb)	14	55053947	55075873	21927	1	432855	ENSMUST00000183750.2	-58	NA
IP1_peak_1310	Ccdc9b	coiled-coil domain containing 9B	chr2	118762428	118762428	1	*	20.35881	Promoter (<=1kb)	2	118757498	118762625	5128	2	214239	ENSMUST00000151270.1	197	ENSMUSG00000045838
IP1_peak_1446	Shox2	SHOX homeobox 2	chr3	66746918	66746918	1	*	20.35881	Distal Intergenic	3	66972780	66978447	5668	2	20429	ENSMUST00000162060.8	231529	ENSMUSG00000027833
IP1_peak_2210	Nwd1	NACHT and WD repeat domain containing 1	chr8	72646425	72646425	1	*	20.35881	Promoter (<=1kb)	8	72646711	72693713	47003	1	319555	ENSMUST00000161386.7	-286	ENSMUSG00000048148
IP1_peak_2455	1700020D14Rik	RIKEN cDNA 1700020D14 gene	chrY	142919	142919	1	*	20.33348	Distal Intergenic	21	206151	207788	1638	1	69438	ENSMUST00000185226.1	-63232	ENSMUSG00000101796
IP1_peak_216	Ccdc162	coiled-coil domain containing 162	chr10	41678959	41678959	1	*	20.24426	Intron (ENSMUST00000099932.9/75973, intron 1 of 17)	10	41648876	41694487	45612	2	75973	ENSMUST00000190522.1	15528	ENSMUSG00000075225
IP1_peak_753	2900040C04Rik	RIKEN cDNA 2900040C04 gene	chr14	76331701	76331701	1	*	20.24426	Distal Intergenic	14	76251457	76252327	871	1	72893	ENSMUST00000227933.1	80244	NA
IP1_peak_1048	Foxn2	forkhead box N2	chr17	88316672	88316672	1	*	20.24426	Intron (ENSMUST00000234514.1/ENSMUST00000234514.1, intron 1 of 1)	17	88440711	88490533	49823	1	14236	ENSMUST00000112238.8	-124039	ENSMUSG00000034998
IP1_peak_1147	Tle4	transducin-like enhancer of split 4	chr19	14509024	14509024	1	*	20.24426	Intron (ENSMUST00000052011.14/21888, intron 8 of 19)	19	14543726	14595539	51814	2	21888	ENSMUST00000235975.1	86515	ENSMUSG00000024642
IP1_peak_1529	Plekhf2	pleckstrin homology domain containing, family F (with FYVE domain) member 2	chr4	10974790	10974790	1	*	20.24426	Distal Intergenic	4	10988662	11007676	19015	2	71801	ENSMUST00000054776.3	32886	ENSMUSG00000049969
IP1_peak_1694	Ubiad1	UbiA prenyltransferase domain containing 1	chr4	148371752	148371752	1	*	20.24426	Distal Intergenic	4	148436489	148444761	8273	2	71707	ENSMUST00000156686.1	73009	ENSMUSG00000047719
IP1_peak_1723	Reln	reelin	chr5	22093308	22093308	1	*	20.24426	Intron (ENSMUST00000161356.7/19699, intron 10 of 64)	5	22060313	22134669	74357	2	19699	ENSMUST00000162876.1	41361	ENSMUSG00000042453
IP1_peak_6	Vxn	vexin	chr1	9584097	9584097	1	*	20.24369	Intron (ENSMUST00000115480.7/72481, intron 3 of 4)	1	9601199	9627143	25945	1	76982	ENSMUST00000088666.3	-17102	ENSMUSG00000067879
IP1_peak_2087	Kctd14	potassium channel tetramerisation domain containing 14	chr7	97446764	97446764	1	*	20.24369	Distal Intergenic	7	97451323	97459557	8235	1	233529	ENSMUST00000206658.1	-4559	ENSMUSG00000051727
IP1_peak_1924	Dennd11	DENN domain containing 11	chr6	40432507	40432507	1	*	20.15293	Promoter (1-2kb)	6	40418546	40431408	12863	2	243780	ENSMUST00000201712.1	-1099	ENSMUSG00000037172
IP1_peak_591	Rbm24	RNA binding motif protein 24	chr13	46350386	46350386	1	*	20.14998	Distal Intergenic	13	46418434	46431095	12662	1	666794	ENSMUST00000037923.4	-68048	ENSMUSG00000038132
IP1_peak_1433	Maml3	mastermind like transcriptional coactivator 3	chr3	51805705	51805705	1	*	20.14998	Intron (ENSMUST00000121440.3/433586, intron 2 of 4)	3	51685907	51796536	110630	2	433586	ENSMUST00000118075.6	-9169	ENSMUSG00000061143
IP1_peak_1581	Mpdz	multiple PDZ domain crumbs cell polarity complex component	chr4	81566776	81566776	1	*	20.14998	Distal Intergenic	4	81416540	81442815	26276	2	17475	ENSMUST00000142273.1	-123961	ENSMUSG00000028402
IP1_peak_2001	1700054K19Rik	RIKEN cDNA 1700054K19 gene	chr6	111866521	111866521	1	*	20.14998	Distal Intergenic	6	112210708	112212519	1812	1	67336	ENSMUST00000186102.1	-344187	NA
